id,timestamp,serial_number,latitude,longitude,car_count,traffic_speed,traffic_density,pedestrian_count,pedestrian_density,ambient_light,lighting_class,lamp_power,weather,dimming_level,computed_dimming_level,corrected_dimming_level
7952,2025-03-02T19:00:00,ai_model_for_test,47.22486,39.702285,64,20.38,0.8,18,0.45,123.0,B1,133.5,rain,89.0,,98.0
7953,2025-03-02T20:00:00,ai_model_for_test,47.22486,39.702285,27,28.17,0.34,8,0.2,42.0,B1,147.0,rain,98.0,,84.0
7954,2025-03-02T21:00:00,ai_model_for_test,47.22486,39.702285,15,40.27,0.19,10,0.25,122.0,B1,126.0,rain,84.0,,82.0
7955,2025-03-02T22:00:00,ai_model_for_test,47.22486,39.702285,9,40.28,0.11,8,0.2,62.0,B1,123.0,rain,82.0,,69.0
7956,2025-03-02T23:00:00,ai_model_for_test,47.22486,39.702285,23,13.55,0.29,8,0.2,103.0,B1,103.5,rain,69.0,,84.0
7957,2025-03-03T00:00:00,ai_model_for_test,47.22486,39.702285,3,10.95,0.04,2,0.05,51.0,B1,126.0,rain,84.0,,51.0
7958,2025-03-03T01:00:00,ai_model_for_test,47.22486,39.702285,6,26.8,0.07,0,0.0,151.0,B1,76.5,rain,51.0,,50.0
7959,2025-03-03T02:00:00,ai_model_for_test,47.22486,39.702285,4,38.25,0.05,2,0.05,87.0,B1,75.0,rain,50.0,,55.0
7960,2025-03-03T03:00:00,ai_model_for_test,47.22486,39.702285,8,24.92,0.1,2,0.05,113.0,B1,82.5,rain,55.0,,51.0
7961,2025-03-03T04:00:00,ai_model_for_test,47.22486,39.702285,2,14.39,0.03,2,0.05,138.0,B1,76.5,rain,51.0,,49.0
7962,2025-03-03T05:00:00,ai_model_for_test,47.22486,39.702285,9,9.31,0.11,2,0.05,85.0,B1,73.5,rain,49.0,,50.0
7963,2025-03-03T06:00:00,ai_model_for_test,47.22486,39.702285,27,56.48,0.34,12,0.3,9745.0,B1,75.0,clear,50.0,,41.0
7964,2025-03-03T07:00:00,ai_model_for_test,47.22486,39.702285,52,37.2,0.65,10,0.25,7306.0,B1,61.5,clear,41.0,,40.0
7965,2025-03-03T08:00:00,ai_model_for_test,47.22486,39.702285,55,46.8,0.69,40,1.0,9628.0,B1,60.0,clear,40.0,,53.0
7966,2025-03-03T09:00:00,ai_model_for_test,47.22486,39.702285,43,40.55,0.54,32,0.8,13959.0,B1,60.0,clear,40.0,,15.0
7967,2025-03-03T10:00:00,ai_model_for_test,47.22486,39.702285,15,38.73,0.19,18,0.45,27603.0,B1,60.0,clear,40.0,,0.0
7968,2025-03-03T11:00:00,ai_model_for_test,47.22486,39.702285,17,56.88,0.21,6,0.15,65420.0,B1,60.0,clear,40.0,,0.0
7969,2025-03-03T12:00:00,ai_model_for_test,47.22486,39.702285,21,12.24,0.26,20,0.5,42856.0,B1,60.0,clear,40.0,,0.0
7970,2025-03-03T13:00:00,ai_model_for_test,47.22486,39.702285,28,38.93,0.35,11,0.28,85068.0,B1,60.0,clear,40.0,,0.0
7971,2025-03-03T14:00:00,ai_model_for_test,47.22486,39.702285,12,11.73,0.15,8,0.2,86940.0,B1,60.0,clear,40.0,,0.0
7972,2025-03-03T15:00:00,ai_model_for_test,47.22486,39.702285,26,29.4,0.33,14,0.35,24935.0,B1,60.0,clear,40.0,,0.0
7973,2025-03-03T16:00:00,ai_model_for_test,47.22486,39.702285,39,55.89,0.49,10,0.25,19036.0,B1,60.0,clear,40.0,,6.0
7974,2025-03-03T17:00:00,ai_model_for_test,47.22486,39.702285,79,59.01,0.99,38,0.95,2112.0,B1,22.5,clear,15.0,,79.0
7975,2025-03-03T18:00:00,ai_model_for_test,47.22486,39.702285,54,13.68,0.68,6,0.15,3718.0,B1,0.0,rain,0.0,,79.0
7976,2025-03-03T19:00:00,ai_model_for_test,47.22486,39.702285,46,21.26,0.57,5,0.12,127.0,B1,118.5,rain,79.0,,71.0
7977,2025-03-03T20:00:00,ai_model_for_test,47.22486,39.702285,16,8.3,0.2,10,0.25,23.0,B1,106.5,rain,71.0,,56.0
7978,2025-03-03T21:00:00,ai_model_for_test,47.22486,39.702285,15,32.74,0.19,5,0.12,3.0,B1,84.0,rain,56.0,,62.0
7979,2025-03-03T22:00:00,ai_model_for_test,47.22486,39.702285,19,20.61,0.24,8,0.2,125.0,B1,93.0,rain,62.0,,64.0
7980,2025-03-03T23:00:00,ai_model_for_test,47.22486,39.702285,21,38.86,0.26,3,0.07,87.0,B1,96.0,rain,64.0,,69.0
7981,2025-03-04T00:00:00,ai_model_for_test,47.22486,39.702285,3,26.83,0.04,2,0.05,53.0,B1,103.5,rain,69.0,,49.0
7982,2025-03-04T01:00:00,ai_model_for_test,47.22486,39.702285,4,23.68,0.05,2,0.05,52.0,B1,73.5,rain,49.0,,50.0
7983,2025-03-04T02:00:00,ai_model_for_test,47.22486,39.702285,2,14.52,0.03,1,0.03,160.0,B1,75.0,rain,50.0,,49.0
7984,2025-03-04T03:00:00,ai_model_for_test,47.22486,39.702285,9,9.02,0.11,0,0.0,10.0,B1,73.5,rain,49.0,,52.0
7985,2025-03-04T04:00:00,ai_model_for_test,47.22486,39.702285,2,35.07,0.03,2,0.05,113.0,B1,78.0,rain,52.0,,53.0
7986,2025-03-04T05:00:00,ai_model_for_test,47.22486,39.702285,6,35.52,0.07,2,0.05,122.0,B1,79.5,rain,53.0,,55.0
7987,2025-03-04T06:00:00,ai_model_for_test,47.22486,39.702285,14,7.8,0.17,4,0.1,5458.0,B1,82.5,rain,55.0,,57.0
7988,2025-03-04T07:00:00,ai_model_for_test,47.22486,39.702285,48,18.91,0.6,10,0.25,7827.0,B1,85.5,rain,57.0,,39.0
7989,2025-03-04T08:00:00,ai_model_for_test,47.22486,39.702285,43,38.37,0.54,14,0.35,5451.0,B1,58.5,rain,39.0,,53.0
7990,2025-03-04T09:00:00,ai_model_for_test,47.22486,39.702285,43,28.54,0.54,15,0.38,13909.0,B1,79.5,rain,53.0,,10.0
7991,2025-03-04T10:00:00,ai_model_for_test,47.22486,39.702285,13,22.14,0.16,6,0.15,18459.0,B1,15.0,rain,10.0,,0.0
7992,2025-03-04T11:00:00,ai_model_for_test,47.22486,39.702285,26,10.89,0.33,5,0.12,59319.0,B1,0.0,rain,0.0,,0.0
7993,2025-03-04T12:00:00,ai_model_for_test,47.22486,39.702285,28,18.59,0.35,5,0.12,62029.0,B1,0.0,rain,0.0,,0.0
7994,2025-03-04T13:00:00,ai_model_for_test,47.22486,39.702285,13,22.83,0.16,8,0.2,64349.0,B1,0.0,rain,0.0,,0.0
7995,2025-03-04T14:00:00,ai_model_for_test,47.22486,39.702285,30,9.95,0.38,2,0.05,68942.0,B1,0.0,rain,0.0,,0.0
7996,2025-03-04T15:00:00,ai_model_for_test,47.22486,39.702285,9,8.14,0.11,8,0.2,39111.0,B1,0.0,rain,0.0,,0.0
7997,2025-03-04T16:00:00,ai_model_for_test,47.22486,39.702285,19,14.82,0.24,8,0.2,16582.0,B1,0.0,rain,0.0,,0.0
7998,2025-03-04T17:00:00,ai_model_for_test,47.22486,39.702285,53,34.35,0.66,20,0.5,4528.0,B1,0.0,rain,0.0,,83.0
7999,2025-03-04T18:00:00,ai_model_for_test,47.22486,39.702285,66,28.95,0.82,13,0.33,1522.0,B1,124.5,rain,83.0,,87.0
8000,2025-03-04T19:00:00,ai_model_for_test,47.22486,39.702285,48,36.43,0.6,18,0.45,79.0,B1,130.5,rain,87.0,,86.0
8001,2025-03-04T20:00:00,ai_model_for_test,47.22486,39.702285,14,26.84,0.17,4,0.1,34.0,B1,129.0,rain,86.0,,57.0
8002,2025-03-04T21:00:00,ai_model_for_test,47.22486,39.702285,11,20.38,0.14,10,0.25,112.0,B1,85.5,rain,57.0,,58.0
8003,2025-03-04T22:00:00,ai_model_for_test,47.22486,39.702285,11,17.67,0.14,6,0.15,151.0,B1,87.0,rain,58.0,,55.0
8004,2025-03-04T23:00:00,ai_model_for_test,47.22486,39.702285,14,15.58,0.17,2,0.05,121.0,B1,82.5,rain,55.0,,52.0
8005,2025-03-05T00:00:00,ai_model_for_test,47.22486,39.702285,5,56.07,0.06,3,0.07,160.0,B1,78.0,clear,52.0,,48.0
8006,2025-03-05T01:00:00,ai_model_for_test,47.22486,39.702285,2,56.22,0.03,4,0.1,35.0,B1,72.0,clear,48.0,,43.0
8007,2025-03-05T02:00:00,ai_model_for_test,47.22486,39.702285,3,15.8,0.04,4,0.1,173.0,B1,64.5,clear,43.0,,31.0
8008,2025-03-05T03:00:00,ai_model_for_test,47.22486,39.702285,2,32.66,0.03,1,0.03,161.0,B1,46.5,clear,31.0,,37.0
8009,2025-03-05T04:00:00,ai_model_for_test,47.22486,39.702285,10,10.3,0.12,3,0.07,7.0,B1,55.5,clear,37.0,,43.0
8010,2025-03-05T05:00:00,ai_model_for_test,47.22486,39.702285,2,57.08,0.03,3,0.07,91.0,B1,64.5,clear,43.0,,43.0
8011,2025-03-05T06:00:00,ai_model_for_test,47.22486,39.702285,13,14.24,0.16,6,0.15,8699.0,B1,64.5,clear,43.0,,20.0
8012,2025-03-05T07:00:00,ai_model_for_test,47.22486,39.702285,57,14.92,0.71,13,0.33,8556.0,B1,30.0,clear,20.0,,16.0
8013,2025-03-05T08:00:00,ai_model_for_test,47.22486,39.702285,46,12.16,0.57,40,1.0,9425.0,B1,24.0,clear,16.0,,14.0
8014,2025-03-05T09:00:00,ai_model_for_test,47.22486,39.702285,74,56.63,0.93,18,0.45,13653.0,B1,21.0,clear,14.0,,10.0
8015,2025-03-05T10:00:00,ai_model_for_test,47.22486,39.702285,10,16.61,0.12,9,0.23,38531.0,B1,15.0,clear,10.0,,0.0
8016,2025-03-05T11:00:00,ai_model_for_test,47.22486,39.702285,14,32.77,0.17,20,0.5,53191.0,B1,0.0,clear,0.0,,0.0
8017,2025-03-05T12:00:00,ai_model_for_test,47.22486,39.702285,10,38.23,0.12,9,0.23,76423.0,B1,0.0,clear,0.0,,0.0
8018,2025-03-05T13:00:00,ai_model_for_test,47.22486,39.702285,25,26.65,0.31,10,0.25,89613.0,B1,0.0,clear,0.0,,0.0
8019,2025-03-05T14:00:00,ai_model_for_test,47.22486,39.702285,21,21.98,0.26,9,0.23,98080.0,B1,0.0,clear,0.0,,0.0
8020,2025-03-05T15:00:00,ai_model_for_test,47.22486,39.702285,37,26.27,0.46,14,0.35,28004.0,B1,0.0,clear,0.0,,0.0
8021,2025-03-05T16:00:00,ai_model_for_test,47.22486,39.702285,32,42.53,0.4,14,0.35,23464.0,B1,0.0,clear,0.0,,0.0
8022,2025-03-05T17:00:00,ai_model_for_test,47.22486,39.702285,42,17.35,0.53,18,0.45,4446.0,B1,0.0,clear,0.0,,53.0
8023,2025-03-05T18:00:00,ai_model_for_test,47.22486,39.702285,76,51.07,0.95,38,0.95,6152.0,B1,79.5,clear,53.0,,80.0
8024,2025-03-05T19:00:00,ai_model_for_test,47.22486,39.702285,57,18.1,0.71,22,0.55,136.0,B1,120.0,clear,80.0,,75.0
8025,2025-03-05T20:00:00,ai_model_for_test,47.22486,39.702285,11,18.93,0.14,15,0.38,107.0,B1,112.5,clear,75.0,,53.0
8026,2025-03-05T21:00:00,ai_model_for_test,47.22486,39.702285,37,28.92,0.46,6,0.15,67.0,B1,79.5,clear,53.0,,63.0
8027,2025-03-05T22:00:00,ai_model_for_test,47.22486,39.702285,16,56.27,0.2,11,0.28,146.0,B1,94.5,clear,63.0,,57.0
8028,2025-03-05T23:00:00,ai_model_for_test,47.22486,39.702285,10,27.92,0.12,8,0.2,106.0,B1,85.5,clear,57.0,,56.0
8029,2025-03-06T00:00:00,ai_model_for_test,47.22486,39.702285,4,25.22,0.05,1,0.03,46.0,B1,84.0,clear,56.0,,40.0
8030,2025-03-06T01:00:00,ai_model_for_test,47.22486,39.702285,7,48.65,0.09,4,0.1,197.0,B1,60.0,clear,40.0,,49.0
8031,2025-03-06T02:00:00,ai_model_for_test,47.22486,39.702285,2,55.92,0.03,4,0.1,129.0,B1,73.5,clear,49.0,,47.0
8032,2025-03-06T03:00:00,ai_model_for_test,47.22486,39.702285,1,18.5,0.01,2,0.05,24.0,B1,70.5,clear,47.0,,29.0
8033,2025-03-06T04:00:00,ai_model_for_test,47.22486,39.702285,3,38.99,0.04,4,0.1,42.0,B1,43.5,clear,29.0,,39.0
8034,2025-03-06T05:00:00,ai_model_for_test,47.22486,39.702285,9,49.12,0.11,0,0.0,49.0,B1,58.5,clear,39.0,,47.0
8035,2025-03-06T06:00:00,ai_model_for_test,47.22486,39.702285,23,17.2,0.29,4,0.1,7520.0,B1,70.5,clouds,47.0,,52.0
8036,2025-03-06T07:00:00,ai_model_for_test,47.22486,39.702285,65,40.91,0.81,22,0.55,5706.0,B1,78.0,clouds,52.0,,62.0
8037,2025-03-06T08:00:00,ai_model_for_test,47.22486,39.702285,76,49.43,0.95,12,0.3,8291.0,B1,93.0,clouds,62.0,,34.0
8038,2025-03-06T09:00:00,ai_model_for_test,47.22486,39.702285,65,12.25,0.81,23,0.57,13784.0,B1,51.0,clouds,34.0,,19.0
8039,2025-03-06T10:00:00,ai_model_for_test,47.22486,39.702285,20,48.68,0.25,15,0.38,30375.0,B1,28.5,clouds,19.0,,0.0
8040,2025-03-06T11:00:00,ai_model_for_test,47.22486,39.702285,28,17.84,0.35,8,0.2,68575.0,B1,0.0,clouds,0.0,,0.0
8041,2025-03-06T12:00:00,ai_model_for_test,47.22486,39.702285,18,58.27,0.23,6,0.15,46453.0,B1,0.0,clouds,0.0,,0.0
8042,2025-03-06T13:00:00,ai_model_for_test,47.22486,39.702285,37,12.76,0.46,8,0.2,88612.0,B1,0.0,clouds,0.0,,0.0
8043,2025-03-06T14:00:00,ai_model_for_test,47.22486,39.702285,37,22.87,0.46,10,0.25,79136.0,B1,0.0,clouds,0.0,,0.0
8044,2025-03-06T15:00:00,ai_model_for_test,47.22486,39.702285,19,30.7,0.24,17,0.42,37837.0,B1,0.0,clouds,0.0,,0.0
8045,2025-03-06T16:00:00,ai_model_for_test,47.22486,39.702285,10,52.57,0.12,11,0.28,32896.0,B1,0.0,clouds,0.0,,0.0
8046,2025-03-06T17:00:00,ai_model_for_test,47.22486,39.702285,53,55.54,0.66,14,0.35,2740.0,B1,0.0,clouds,0.0,,70.0
8047,2025-03-06T18:00:00,ai_model_for_test,47.22486,39.702285,50,54.49,0.62,40,1.0,2857.0,B1,105.0,clear,70.0,,70.0
8048,2025-03-06T19:00:00,ai_model_for_test,47.22486,39.702285,40,22.1,0.5,16,0.4,189.0,B1,105.0,clear,70.0,,63.0
8049,2025-03-06T20:00:00,ai_model_for_test,47.22486,39.702285,37,19.46,0.46,9,0.23,80.0,B1,94.5,clear,63.0,,63.0
8050,2025-03-06T21:00:00,ai_model_for_test,47.22486,39.702285,11,11.54,0.14,17,0.42,192.0,B1,94.5,clear,63.0,,50.0
8051,2025-03-06T22:00:00,ai_model_for_test,47.22486,39.702285,16,48.89,0.2,13,0.33,68.0,B1,75.0,clear,50.0,,54.0
8052,2025-03-06T23:00:00,ai_model_for_test,47.22486,39.702285,32,42.92,0.4,19,0.47,187.0,B1,81.0,clear,54.0,,58.0
8053,2025-03-07T00:00:00,ai_model_for_test,47.22486,39.702285,6,32.29,0.07,5,0.12,43.0,B1,87.0,clear,58.0,,46.0
8054,2025-03-07T01:00:00,ai_model_for_test,47.22486,39.702285,9,16.32,0.11,3,0.07,59.0,B1,69.0,clear,46.0,,40.0
8055,2025-03-07T02:00:00,ai_model_for_test,47.22486,39.702285,9,14.08,0.11,2,0.05,175.0,B1,60.0,clear,40.0,,40.0
8056,2025-03-07T03:00:00,ai_model_for_test,47.22486,39.702285,9,27.63,0.11,4,0.1,158.0,B1,60.0,clear,40.0,,43.0
8057,2025-03-07T04:00:00,ai_model_for_test,47.22486,39.702285,7,53.58,0.09,0,0.0,141.0,B1,64.5,clear,43.0,,48.0
8058,2025-03-07T05:00:00,ai_model_for_test,47.22486,39.702285,10,14.94,0.12,0,0.0,119.0,B1,72.0,clear,48.0,,42.0
8059,2025-03-07T06:00:00,ai_model_for_test,47.22486,39.702285,21,46.57,0.26,16,0.4,8949.0,B1,63.0,clear,42.0,,38.0
8060,2025-03-07T07:00:00,ai_model_for_test,47.22486,39.702285,54,39.04,0.68,11,0.28,4817.0,B1,57.0,rain,38.0,,67.0
8061,2025-03-07T08:00:00,ai_model_for_test,47.22486,39.702285,39,14.09,0.49,6,0.15,5720.0,B1,100.5,rain,67.0,,56.0
8062,2025-03-07T09:00:00,ai_model_for_test,47.22486,39.702285,61,32.45,0.76,14,0.35,9315.0,B1,84.0,rain,56.0,,48.0
8063,2025-03-07T10:00:00,ai_model_for_test,47.22486,39.702285,14,32.2,0.17,10,0.25,18490.0,B1,72.0,rain,48.0,,0.0
8064,2025-03-07T11:00:00,ai_model_for_test,47.22486,39.702285,14,25.84,0.17,8,0.2,53650.0,B1,0.0,rain,0.0,,0.0
8065,2025-03-07T12:00:00,ai_model_for_test,47.22486,39.702285,15,21.6,0.19,8,0.2,49858.0,B1,0.0,rain,0.0,,0.0
8066,2025-03-07T13:00:00,ai_model_for_test,47.22486,39.702285,32,33.27,0.4,6,0.15,75995.0,B1,0.0,rain,0.0,,0.0
8067,2025-03-07T14:00:00,ai_model_for_test,47.22486,39.702285,19,15.06,0.24,10,0.25,77620.0,B1,0.0,rain,0.0,,0.0
8068,2025-03-07T15:00:00,ai_model_for_test,47.22486,39.702285,11,27.42,0.14,8,0.2,22134.0,B1,0.0,rain,0.0,,0.0
8069,2025-03-07T16:00:00,ai_model_for_test,47.22486,39.702285,15,34.29,0.19,4,0.1,12022.0,B1,0.0,rain,0.0,,2.0
8070,2025-03-07T17:00:00,ai_model_for_test,47.22486,39.702285,38,13.16,0.47,14,0.35,6672.0,B1,3.0,rain,2.0,,54.0
8071,2025-03-07T18:00:00,ai_model_for_test,47.22486,39.702285,61,39.94,0.76,17,0.42,4781.0,B1,81.0,rain,54.0,,67.0
8072,2025-03-07T19:00:00,ai_model_for_test,47.22486,39.702285,47,31.26,0.59,35,0.88,23.0,B1,100.5,clear,67.0,,64.0
8073,2025-03-07T20:00:00,ai_model_for_test,47.22486,39.702285,13,59.42,0.16,12,0.3,19.0,B1,96.0,clear,64.0,,51.0
8074,2025-03-07T21:00:00,ai_model_for_test,47.22486,39.702285,12,17.09,0.15,5,0.12,135.0,B1,76.5,clear,51.0,,45.0
8075,2025-03-07T22:00:00,ai_model_for_test,47.22486,39.702285,21,32.89,0.26,10,0.25,187.0,B1,67.5,clear,45.0,,50.0
8076,2025-03-07T23:00:00,ai_model_for_test,47.22486,39.702285,10,48.51,0.12,9,0.23,67.0,B1,75.0,clear,50.0,,46.0
8077,2025-03-08T00:00:00,ai_model_for_test,47.22486,39.702285,7,7.22,0.09,0,0.0,29.0,B1,69.0,rain,46.0,,47.0
8078,2025-03-08T01:00:00,ai_model_for_test,47.22486,39.702285,4,38.39,0.05,1,0.03,136.0,B1,70.5,rain,47.0,,51.0
8079,2025-03-08T02:00:00,ai_model_for_test,47.22486,39.702285,3,24.66,0.04,2,0.05,156.0,B1,76.5,rain,51.0,,49.0
8080,2025-03-08T03:00:00,ai_model_for_test,47.22486,39.702285,2,17.08,0.03,0,0.0,118.0,B1,73.5,rain,49.0,,43.0
8081,2025-03-08T04:00:00,ai_model_for_test,47.22486,39.702285,9,33.09,0.11,2,0.05,36.0,B1,64.5,rain,43.0,,51.0
8082,2025-03-08T05:00:00,ai_model_for_test,47.22486,39.702285,8,38.69,0.1,0,0.0,35.0,B1,76.5,rain,51.0,,54.0
8083,2025-03-08T06:00:00,ai_model_for_test,47.22486,39.702285,14,29.84,0.17,4,0.1,5504.0,B1,81.0,rain,54.0,,48.0
8084,2025-03-08T07:00:00,ai_model_for_test,47.22486,39.702285,69,17.98,0.86,14,0.35,6816.0,B1,72.0,rain,48.0,,68.0
8085,2025-03-08T08:00:00,ai_model_for_test,47.22486,39.702285,54,33.05,0.68,17,0.42,7400.0,B1,102.0,rain,68.0,,40.0
8086,2025-03-08T09:00:00,ai_model_for_test,47.22486,39.702285,68,22.21,0.85,6,0.15,12916.0,B1,60.0,rain,40.0,,15.0
8087,2025-03-08T10:00:00,ai_model_for_test,47.22486,39.702285,11,8.13,0.14,7,0.17,19631.0,B1,22.5,rain,15.0,,0.0
8088,2025-03-08T11:00:00,ai_model_for_test,47.22486,39.702285,32,14.28,0.4,8,0.2,68992.0,B1,0.0,clouds,0.0,,0.0
8089,2025-03-08T12:00:00,ai_model_for_test,47.22486,39.702285,33,56.05,0.41,11,0.28,43651.0,B1,0.0,clouds,0.0,,0.0
8090,2025-03-08T13:00:00,ai_model_for_test,47.22486,39.702285,31,50.92,0.39,14,0.35,84809.0,B1,0.0,clouds,0.0,,0.0
8091,2025-03-08T14:00:00,ai_model_for_test,47.22486,39.702285,29,28.95,0.36,12,0.3,74959.0,B1,0.0,clouds,0.0,,0.0
8092,2025-03-08T15:00:00,ai_model_for_test,47.22486,39.702285,18,22.83,0.23,8,0.2,27100.0,B1,0.0,clouds,0.0,,0.0
8093,2025-03-08T16:00:00,ai_model_for_test,47.22486,39.702285,19,16.48,0.24,17,0.42,26694.0,B1,0.0,clouds,0.0,,0.0
8094,2025-03-08T17:00:00,ai_model_for_test,47.22486,39.702285,71,24.58,0.89,30,0.75,3548.0,B1,0.0,clouds,0.0,,68.0
8095,2025-03-08T18:00:00,ai_model_for_test,47.22486,39.702285,55,43.7,0.69,32,0.8,2752.0,B1,102.0,clouds,68.0,,60.0
8096,2025-03-08T19:00:00,ai_model_for_test,47.22486,39.702285,49,23.67,0.61,14,0.35,120.0,B1,90.0,clouds,60.0,,62.0
8097,2025-03-08T20:00:00,ai_model_for_test,47.22486,39.702285,40,42.21,0.5,16,0.4,52.0,B1,93.0,clouds,62.0,,68.0
8098,2025-03-08T21:00:00,ai_model_for_test,47.22486,39.702285,20,15.3,0.25,15,0.38,44.0,B1,102.0,clouds,68.0,,51.0
8099,2025-03-08T22:00:00,ai_model_for_test,47.22486,39.702285,23,48.91,0.29,5,0.12,163.0,B1,76.5,clouds,51.0,,52.0
8100,2025-03-08T23:00:00,ai_model_for_test,47.22486,39.702285,24,29.66,0.3,10,0.25,40.0,B1,78.0,rain,52.0,,57.0
8101,2025-03-09T00:00:00,ai_model_for_test,47.22486,39.702285,10,19.87,0.12,0,0.0,22.0,B1,85.5,clear,57.0,,44.0
8102,2025-03-09T01:00:00,ai_model_for_test,47.22486,39.702285,6,15.97,0.07,1,0.03,152.0,B1,66.0,clear,44.0,,39.0
8103,2025-03-09T02:00:00,ai_model_for_test,47.22486,39.702285,1,38.3,0.01,2,0.05,54.0,B1,58.5,clear,39.0,,34.0
8104,2025-03-09T03:00:00,ai_model_for_test,47.22486,39.702285,6,51.12,0.07,1,0.03,192.0,B1,51.0,clear,34.0,,44.0
8105,2025-03-09T04:00:00,ai_model_for_test,47.22486,39.702285,2,30.68,0.03,0,0.0,78.0,B1,66.0,clear,44.0,,37.0
8106,2025-03-09T05:00:00,ai_model_for_test,47.22486,39.702285,10,34.37,0.12,1,0.03,83.0,B1,55.5,clear,37.0,,43.0
8107,2025-03-09T06:00:00,ai_model_for_test,47.22486,39.702285,22,19.73,0.28,11,0.28,6406.0,B1,64.5,clear,43.0,,44.0
8108,2025-03-09T07:00:00,ai_model_for_test,47.22486,39.702285,60,14.4,0.75,8,0.2,5564.0,B1,66.0,rain,44.0,,69.0
8109,2025-03-09T08:00:00,ai_model_for_test,47.22486,39.702285,42,28.02,0.53,15,0.38,7156.0,B1,103.5,rain,69.0,,40.0
8110,2025-03-09T09:00:00,ai_model_for_test,47.22486,39.702285,63,30.14,0.79,18,0.45,15573.0,B1,60.0,rain,40.0,,10.0
8111,2025-03-09T10:00:00,ai_model_for_test,47.22486,39.702285,19,39.08,0.24,3,0.07,31067.0,B1,15.0,rain,10.0,,0.0
8112,2025-03-09T11:00:00,ai_model_for_test,47.22486,39.702285,29,37.09,0.36,10,0.25,35410.0,B1,0.0,rain,0.0,,0.0
8113,2025-03-09T12:00:00,ai_model_for_test,47.22486,39.702285,19,14.28,0.24,9,0.23,39690.0,B1,0.0,rain,0.0,,0.0
8114,2025-03-09T13:00:00,ai_model_for_test,47.22486,39.702285,35,39.39,0.44,6,0.15,68264.0,B1,0.0,rain,0.0,,0.0
8115,2025-03-09T14:00:00,ai_model_for_test,47.22486,39.702285,16,12.89,0.2,10,0.25,64690.0,B1,0.0,rain,0.0,,0.0
8116,2025-03-09T15:00:00,ai_model_for_test,47.22486,39.702285,9,41.4,0.11,6,0.15,37817.0,B1,0.0,rain,0.0,,0.0
